prid,title,location,time_published,price,area,price_per_m2,bedrooms,bathrooms,agent_name,product_url,agent_avatar,main_image,other_images,description
38944149,"Chỉ với 2,9 tỷ rinh ngay căn shop siêu lợi nhuận tại Mega Grand World tặng kèm oto Vinfast 1.3 tỷ","·
Văn Giang, Hưng Yên",05/01/2024,"8,3 tỷ",83 m²,100 tr/m²,,,‎Nguyễn Hữu Sơn,https://batdongsan.com.vn/nha-dat-ban/ban-shophouse-nha-pho-thuong-mai-xa-nghia-tru-prj-mega-grand-world-ha-noi/chi-voi-2-9-ti-rinh-ngay-can-shop-sieu-loi-nhuan-tai-tang-kem-oto-vinfast-vf8-pr38944149,https://file4.batdongsan.com.vn/resize/200x200/2024/01/05/20240105093218-9097_wm.jpg,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104225053-cc0f_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104225053-cc0f_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104225053-5804_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104225043-7442_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104225052-16e9_wm.jpg']","Căn Shop vị trí VIP nằm trong phân khu Ktown mang phong cách Hàn Quốc. Nằm ở vị trí trái tim của quận Ocean, kinh doanh 24/7 phục vụ cho cư dân Vinhomes Ocean Park 2, khách du lịch trong và ngoài nước. - Căn Shop giá chỉ bằng 60% căn liền kề đối diện rất tiềm năng đầu tư kinh doanh. - Vị trí kinh doanh chiến lược: Mặt tiền 6m full kính đường 20m đi bộ ra Biển Hồ Tạo Sóng OCP2 và Toà Chung Cư và TTTM Vincom dự kiến khởi công xây dựng 2024. Đi bộ s..."
35673031,"Tôi cần bán xưởng gấp nên giảm còn 8tỷ, xưởng mới xây ngay MT Quốc Lộ 13, đang cho thuê 20tr/tháng","·
Bàu Bàng, Bình Dương",05/01/2024,8 tỷ,500 m²,16 tr/m²,,,‎Mr Thành,https://batdongsan.com.vn/nha-dat-ban/ban-kho-nha-xuong-duong-quoc-lo-13-xa-lai-hung/toi-chinh-chu-can-ban-mt-ql-13-gap-de-di-dinh-cu-nuoc-ngoai-giam-con-7-5-ty-mua-loi-ngay-1-ty-pr35673031,,https://file4.batdongsan.com.vn/crop/562x284/2024/01/05/20240105065058-30ec_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/05/20240105065058-30ec_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/05/20240105065151-adf8_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/05/20240105065205-419b_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/05/20240105065259-06c0_wm.jpg']","Tôi cần bán xưởng gấp nên giảm còn 8tỷ, xưởng mới xây ngay MT Quốc Lộ 13, đang cho thuê 20tr/tháng. Diện tích vuông vức: 10 x 50m (có sẵn thổ cư 300m²). Nằm ngay khu nhộn nhịp nhất xã Lai Hưng, gần chợ, trường học, trạm y tế... Anh chị có thiện chí mua vui lòng liên hệ: 0828 288 ***Mr Thành)."
38943520,"Bán gấp chỉ (6 tỷ) nhà phố khu biệt lập, bảo vệ 24/24. Liên hệ em 0907 832 *** xem nhà ngay","·
Bình Chánh, Hồ Chí Minh",04/01/2024,6 tỷ,69 m²,"86,96 tr/m²",3,3,‎Thúy,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-nguyen-van-linh-xa-binh-hung-1-prj-khu-dan-cu-camellia-garden/sieu-re-chi-6-2ty-pho-lap-bao-ve-24-24-he-em-xem-ngay-pr38943520,,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104201744-882c_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104201744-882c_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104202033-50ec_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104202033-0ae6_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104202034-d2d5_wm.jpg']","Chính chủ cần tiền bán gấp căn nhà phố khu biệt lập Camellia Garden. Khu bảo vệ 24/24, an ninh đảm bảo. - Diện tích: 5,7m x 12m. - Có 3 phòng ngủ và 3 vệ sinh. - Nhà đã hoàn thiện có nội thất. Giá siêu rẻ: 6 tỷ bao thủ tục thuế phí sang tên. Xem nhà trực tiếp chủ nhà. Giá giảm rất sâu 1,5tỷ quá tốt để mua ở hoặc đầu tư đều tốt. Em cư dân Camellia luôn nên huwowngs dẫn khách xem nhà thuận tiện ah. Liên hệ em xem nhà ngay 0907 832 ***Ngoài ra, Chủ n..."
38939148,Quỹ hàng chuyển nhượng giá tốt nhất dự án VHOCP2 - Vinhomes The Empire 05/01. Liên hệ 0921 466 ***,"·
Văn Giang, Hưng Yên",04/01/2024,"7,8 tỷ",91 m²,"85,71 tr/m²",,,‎Newgen Realty,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/quy-hang-chuyen-nhuong-gia-tot-nhat-du-an-vhocp2-04-01-he-pr38939148,,https://file4.batdongsan.com.vn/crop/562x284/2023/12/27/20231227112948-a5ca_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2023/12/27/20231227112948-a5ca_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2023/12/27/20231227112948-80ad_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2023/12/27/20231227112948-23fc_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2023/12/27/20231227112947-06e0_wm.jpg']","Quỹ hàng chuyển nhượng giá tốt nhất (cắt lỗ trên 20%) dự án VHOCP2 - Vinhomes The Empire. Liên hệ 0921 466 ***. Quỹ căn liền kề, biệt thự, shophouse giá tốt nhất dự án VHOCP2. * Liền kề san hô cách hồ tạo sóng và khu tiện ích 20m, (1 phút đi bộ) giá cắt lỗ 30%).* Chà Là. Liền kề 48m² giá 4,8 tỷ bao phí (gốc 6.1 tỷ). Liền kề 58m giá 5.7 tỷ bao phí (gốc 6.7 tỷ). Liền kề 63m giá 6.1 tỷ (gốc 7.8 tỷ). Liền kề 91m giá 7.6 bao phí (gốc 9.8 tỷ). * Sao Biển..."
38940589,CC cần tiền bán gấp căn hộ 2N2VS(65m2). Dự án Vinhomes Oceanpark. Giá bán: 2.130 tỷ. LH: 0973 806 ***,"·
Gia Lâm, Hà Nội",04/01/2024,"2,13 tỷ",65 m²,"32,77 tr/m²",2,2,‎Phạm Thị Yến Gđ,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/cc-tien-ban-gap-2n2vs-65m2-du-an-vinmes-oceanpark-ban-2-130-ty-lh-pr38940589,,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104141118-fd30_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104141118-fd30_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104141313-0a84_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104141313-3a88_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104141314-0131_wm.jpg']","CC cần tiền bán gấp căn hộ 2N2VS(65m²). Dự Án Vinhomes Oceanpark. Ban công: Tây Nam. View phong thủy. Thiết kế đặc biệt, 2 ban công mở 2 phòng ngủ, thoáng mát quanh năm. Tặng Full nội thất như hình. Sổ đỏ cầm tay sẵn sàng giao dịch. Giá bán: 2,13 tỷ. LH xem nhà: 0973 806 ***"
34237050,"Quản lý giỏ căn hộ Q7 Riverside giá tốt nhất thị trường, 1PN từ 1.9tỷ, 2PN từ 2.3tỷ. LH: 0984 543 ***","·
Quận 7, Hồ Chí Minh",04/01/2024,"1,9 tỷ",53 m²,"35,85 tr/m²",1,1,‎Thanh Huyền,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/quan-ly-gio-gia-tot-nhat-thi-truong-1pn-tu-1-7ty-2pn-tu-2-3ty-lh-0968601023-pr34237050,https://file4.batdongsan.com.vn/resize/200x200/2022/05/04/20220504084126-9ee7.jpg,https://file4.batdongsan.com.vn/crop/562x284/2022/06/27/20220627143800-ab90_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2022/06/27/20220627143800-ab90_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2022/06/27/20220627143759-256c_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2022/06/27/20220627143800-7f62_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2022/06/27/20220627143800-3d39_wm.jpg']","Q7 Riverside - Dự án căn hộ sở hữu vị trí vô cùng đẹp với view sông triệu đô. Căn hộ an ninh, dân cư văn minh, hiện đại và hòa nhã. 1PN từ 1.9tỷ, 2PN từ 2.3tỷ. LH: 0984 543 ***Đây là khu đô thị phức hợp biệt thự liền kề, căn hộ xen lẫn cây xanh với tổng diện tích 75224.5m², được đầu tư phát triển bởi Hưng Thịnh. Căn hộ có ban công đón gió và ánh sáng tốt nên giúp căn hộ trở nên thoáng và rộng hơn.Điểm sáng của Dự án Q7 Riverside: + Căn hộ thông mi..."
38942869,"Duy nhất 1 suất Duplex 2 tầng, giảm 740 triệu, giá còn 6.066 tỷ, tặng full bộ nội thất chuẩn 5*","·
Vũng Tàu, Bà Rịa Vũng Tàu",04/01/2024,"6,07 tỷ","130,73 m²","46,4 tr/m²",3,3,‎Quách Hương,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-nguyen-an-ninh-prj-vung-tau-centre-point/duy-nhat-1-suat-duplex-2-tang-giam-740-trieu-gia-con-6-ty-tang-full-bo-noi-that-chuan-5-pr38942869,https://file4.batdongsan.com.vn/resize/200x200/2023/04/10/20230410142140-2a2d.jpg,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104171733-1856_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104171733-1856_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104171012-5397_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104171017-bcbb_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104171036-6cc9_wm.jpg']","Nếu sở hữu 1 căn Dupelx có CBRE vận hành và được ngắm 360 Biển Vũng Tàu ở độ cao 90m thì có đáng để mua không?- Duplex nằm ở vị trí trên đỉnh toà nhà của dự án Vung Tau Centre Point, trên mặt tiền đường 2/9 và Nguyễn Hữu Cảnh, ngay khu quy hoạch hành chính mới của TP. Vũng Tàu. - Duplex 2 tầng có độ cao trần là 7.4m (tầng 1: 3.4m, tầng 2: 4m). - Tổng diện tích Duplex: 130.73m². Tầng 1: 72.08 m² (có thêm sân vườn). Tầng 2: 58.56 m² (có thêm sân vư..."
38943050,Chính chủ bán 2 căn hộ duy nhất hướng Đông Nam giá 3tỷ5 bao phí - thương lượng liên hệ 0889 108 ***,"·
Hoàng Mai, Hà Nội",04/01/2024,"3,5 tỷ",86 m²,"40,7 tr/m²",2,2,‎Cao Tuấn Anh,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-linh-nam-phuong-mai-dong-1-prj-sunshine-palace/chinh-chu-ban-2-duy-nhat-huong-gia-3ty5-bao-phi-thuong-luong-lien-he-pr38943050,https://file4.batdongsan.com.vn/resize/200x200/2023/12/24/20231224175748-e9a1.jpg,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104175841-d349_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104175841-d349_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104175840-8e33_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104175840-3139_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104175840-d804_wm.jpg']","- Cần bán 2 căn hộ 2N 86m² giá chỉ 3tỷ5 bao toàn bộ phí. - Để lại full đồ nội thất, không có đồ điện tử. - Bàn giao nguyên bản chủ đầu tư. - Không tiếp môi giới. - Khách hàng liên hệ 0889 108 *** để được xem nhà 24/24. - Đã có sổ."
38942970,Mở bán quỹ ngoại giao chiết khấu cao toà K5 - K6A - K6 sở hữu căn đẹp nhất giá tốt nhất,"·
Long Biên, Hà Nội",04/01/2024,"3,4 tỷ",89 m²,"38,2 tr/m²",2,2,‎Sai Gon Group,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-phuong-ngoc-thuy-prj-khai-son-city/mo-ban-quy-ngoai-giao-chiet-khau-cao-toa-k5-k6a-k6-so-huu-dep-nhat-gia-tot-nhat-pr38942970,https://file4.batdongsan.com.vn/resize/200x200/2023/05/17/20230517093839-5fe5.jpg,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104172325-2efd_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104172325-2efd_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104172326-5cba_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104174026-6072_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104172327-9ba9_wm.jpg']","Khai Sơn City Long Biên ra mắt thị trường 3 Toà mới K5, K6A, K6 bổ sung quỹ căn penthouse, căn góc view Sông, Hồ điều hoà và công viên, Quý Khách hàng liên hệ Hotline: 0896 677 *** để sở hữu căn đẹp nhất, giá tốt nhất.* Sở hữu căn hộ chung cư chỉ cần đóng trước 30% GTCH. Đa dạng diện tích căn hộ.+ Căn hộ 2PN diện tích: 77m², 89m².+ Căn hộ 3PN diện tích: 96m², 101m², 119m².+ Căn hộ penhouse duplex: 147m² - 280m². ========================= Chính sách..."
38586229,"Xem nhà 24/7 - chuyên bán cắt lỗ CC Royal City, 100% có sổ, cam kết có lot gửi ô tô, hỗ trợ vay 70%","·
Thanh Xuân, Hà Nội",04/01/2024,"5,2 tỷ",110 m²,"47,27 tr/m²",2,2,‎Trần Thanh Bình,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/xem-nha-24-7-chuyen-ban-cat-lo-cc-100-co-so-cam-ket-co-lot-gui-o-to-tro-vay-70-pr38586229,https://file4.batdongsan.com.vn/resize/200x200/2020/04/29/20200429121957-b5ad.jpg,https://file4.batdongsan.com.vn/crop/562x284/2020/07/10/vVMfcTGI/20200710112235-b098_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2020/07/10/vVMfcTGI/20200710112235-b098_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2020/07/10/vVMfcTGI/20200710112234-7b0d_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2020/07/10/vVMfcTGI/20200710112236-0950_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2020/07/10/vVMfcTGI/20200710112235-f6cb_wm.jpg']","Bất động sản Bình Minh chuyên mua bán, cho thuê chung cư Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hà Nội. Để được tư vấn nhanh chính xác nhất quý khách hàng gọi ngay Mr Bình: 0944 266 *** - Giá cam kết rẻ nhất thị trường. - Tư vấn nhiệt tình chính xác nhất. - Công ty có văn phòng ngay tại Royal nên xem nhà bất kể khi nào 24/7. - Ký hợp đồng trực tiếp với chủ nhà. - Có ưu đãi cho khách hàng đặt cọc trước. - Khách mua được xem trực tiếp căn hộ, là..."
38942532,Cần tiền bán cắt lỗ shophouse Vinhomes Ocean Park 2,"·
Văn Giang, Hưng Yên",04/01/2024,"18,5 tỷ",103 m²,"179,61 tr/m²",5,,‎Anh Huy,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/can-tien-ban-cat-lo-shophouse-2-pr38942532,,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104163926-64d4_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104163926-64d4_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104164042-3a74_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104164042-acfa_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104164042-911e_wm.jpg']","Cần tiền bán gấp 2 căn shophouse vị trí góc 3 mặt thoáng, diện tích 103m² đất, nhà xây 4 tầng 1 tum. Giá mua ban đầu 27,5 tỷ, giá thu về 18,5 tỷ có thương lượng. Nhà Đã nhận bàn giao, thanh toán một lần với chủ đầu tư. Liên hệ: 0904 192 *** chính chủ (miễn tiếp môi giới)."
38781912,"Bán toà nhà xây mới mặt phố chính số 99 đường Xuân Thuỷ, Cầu Giấy, Hà Nội","·
Cầu Giấy, Hà Nội",04/01/2024,Giá thỏa thuận,400 m²,,,,‎Anh Tân,https://batdongsan.com.vn/nha-dat-ban/ban-nha-mat-pho-duong-xuan-thuy-phuong-dich-vong/ban-toa-xay-moi-chinh-so-99-cau-giay-ha-noi-pr38781912,,https://file4.batdongsan.com.vn/crop/562x284/2023/12/13/20231213163718-da3f_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2023/12/13/20231213163718-da3f_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2023/12/13/20231213163717-78f3_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2023/12/13/20231213163717-77a5_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2023/12/13/20231213163717-3465_wm.jpg']","Bán toà nhà xây mới mặt phố chính số 99 đường Xuân Thuỷ, Cầu Giấy, Hà Nội, Mặt tiền 14m, diện tích xây dựng 400m²/ 1 tầng, Quy mô 2 tầng hầm, 8 tầng nổi. Với tổng diện tích 4000m² sàn xây dựng, thiết kế thi công theo công nghệ mới sàn vượt nhịp thông sàn hiện đại, phù hợp với mọi loại hình kinh doanh, sử dụng như Bệnh viện, thẩm mỹ viện, ngân hàng, trung tâm Anh ngữ và văn phòng cao cấp. Pháp lý đầy đủ gồm: Sổ đỏ chính chủ, đã gắn tài sản trên đấ..."
38942297,"Chính chủ cần bán 3 căn biệt thự liền kề tại Thanh Xuân Valley, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc","·
Phúc Yên, Vĩnh Phúc",04/01/2024,Giá thỏa thuận,1.200 m²,,,,‎Người dùng ẩn danh,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-xa-ngoc-thanh-1-prj-thanh-xuan-valley/chinh-chu-can-ban-3-can-tai-phuc-yen-vinh-phuc-pr38942297,,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104162048-9d66_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104162048-9d66_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104162048-f004_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104162048-0576_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104162048-c742_wm.jpg']","Chính chủ cần bán 3 căn biệt thự liền kề tại Thanh Xuân Valley, Đường Nguyễn Văn Cừ, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc. Diện tích đất từ 1200-1300m² và diện tích xây dựng biệt thự 3 tầng là 950m². Hiện tại, căn nhà đang trong quá trình hoàn thiện bên ngoài.Các căn biệt thự được thiết kế rộng rãi và sang trọng, với không gian xanh mát và thoáng đãng. Thanh Xuân Valley là một khu đô thị phát triển nhanh chóng, với các tiện ích xung quanh như trườn..."
38941408,"Chuyển nhượng biệt thự góc Ngọc Trai, Vinhomes Ocean Park Gia Lâm view vườn hoa, vị trí siêu đẹp","·
Gia Lâm, Hà Nội",04/01/2024,75 tỷ,316 m²,"237,34 tr/m²",,,‎Nguyễn Hoàng Hanh,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chuyen-nhuong-goc-ngoc-trai-view-vuon-hoa-vi-tri-sieu-dep-pr38941408,https://file4.batdongsan.com.vn/resize/200x200/2023/11/04/20231104112617-1755.jpg,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104151159-6014_wm.jpg,"['https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104151158-a221_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104151158-66ad_wm.jpg']","Chuyển nhượng biệt thự góc ngọc trai view vườn hoa, vị trí siêu đẹp. Đây là căn biệt thự góc hướng tây tứ trạch nằm trong số cực ít căn góc, có 5 căn góc view vườn hoa. Thông tin chi tiết. Hướng nhà: Tây Bắc, Tây Nam. Diện tích đất: 316m². Diện tích xây dựng: 130m². Tổng DT sàn: 412m². Cơ cấu: 3 tầng và 1 tum. Mặt tiền: 33m. Hiện trạng: Hoàn thiện mặt ngoài. Pháp lý: Sổ đỏ lâu dài, sẵn sàng giao dịch. Giá: 75 tỷ bao phí.Không chỉ sở hữu hệ thống ..."
37081741,Bán rẻ nhanh căn góc siêu đẹp 2PN2WC tầng 19 căn hộ 2PN D'Lusso full nội thất,"·
Quận 2, Hồ Chí Minh",04/01/2024,"4,42 tỷ","68,5 m²","64,48 tr/m²",2,2,‎Đặng Quang Thắng,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-an-phu-prj-can-ho-dlusso/ban-re-nhanh-goc-2pn2wc-tang-19-2pn-full-noi-that-pr37081741,https://file4.batdongsan.com.vn/resize/200x200/2021/12/16/20211216130934-4f67.jpg,https://file4.batdongsan.com.vn/crop/562x284/2023/04/24/20230424120319-fb9e_wm.jpg,"['https://file4.batdongsan.com.vn/crop/140x140/2023/04/24/20230424120319-0dd7_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2023/04/24/20230424120319-ddac_wm.jpg']","Đã có sổ hồng, full nội thất. DT: 68,5m². Căn góc siêu đẹp tầng 19, view đẹp nhất dự án D'Lusso, có sân vườn nhìn ra trung tâm thành phố Hồ Chí Minh. Thương lượng cho người thiện chí. LH: 0348 612 ***Thắng Đặng)."
38939943,"500 triệu nhận nhà sang, rộn ràng đón Tết - Khu nhà phố The Standard đáng sống tại Bình Dương","·
Tân Uyên, Bình Dương",04/01/2024,"4,9 tỷ",90 m²,"54,44 tr/m²",4,5,‎Chủ Đầu Tư An Gia - Pkd,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-tan-phuoc-khanh-10-phuong-tan-phuoc-khanh-prj-the-standard-binh-duong/500-trieu-n-sang-ron-rang-don-tet-khu-pho-dang-song-tai-duong-pr38939943,https://file4.batdongsan.com.vn/resize/200x200/2024/01/04/20240104103352-508b.jpg,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104123813-b69a_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104123813-b69a_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104123814-c43e_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104124045-8078_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104124045-5bbe_wm.jpg']","Vô tiền khoáng hậu tại thị trường bất động sản Bình Dương.Thanh toán thấp nhất lịch sử, chỉ 10% nhận ngay nhà phố biệt lập có sổ hồng chỉ với 500 triệu!Khu nhà phố biệt lập The Standard chuẩn resort nhất Bình Dương 100% đã hoạt động.Giỏ hàng tháng 1 đầy đủ diện tích - view hướng. Giá cực kỳ hot với chính sách ưu đãi tốt nhất thị trường.Áp dụng 10 suất duy nhất trong đợt mở bán này (dự kiến 21/01/2023). Đăng ký ngay: ------------------------------..."
38649184,Hot B.Thự khoáng nóng Vườn Vua chiết khấu 30% cam kết lợi nhuận 18%/2 năm hỗ trợ l.suất 0% 36 tháng,"·
Thanh Thủy, Phú Thọ",04/01/2024,"7,2 tỷ",370 m²,"19,46 tr/m²",4,3,‎Gia Phong,https://batdongsan.com.vn/nha-dat-ban/ban-nha-biet-thu-lien-ke-duong-316-xa-dong-trung_3-prj-vuon-vua-resort-villas/so-huu-b-khoang-nong-chi-tu-1-5-ty-d-tich-300-400m-do-wyndham-van-hanh-full-nt-cao-cap-pr38649184,https://file4.batdongsan.com.vn/resize/200x200/2023/05/24/20230524174732-301b.jpg,https://file4.batdongsan.com.vn/crop/562x284/2024/01/07/20240107080240-b700_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/07/20240107080240-b700_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2023/12/07/20231207171210-80e3_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2023/12/07/20231207171211-9531_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2023/12/07/20231207171211-6df0_wm.jpg']","Duy nhất chương trình tri ân khách hàng Tháng 1/2024 trực tiếp từ CĐT Vườn Vua Resort & Villas  Giá trị tiện ích mới tăng gấp đôi nhưng giá biệt thự chưa tăng - chiết khấu ngay 30% (giảm từ 1,5 - 2 tỷ mỗi căn) chỉ 05 căn đầu tiên. PKD CĐT Thăng Long Phú Thọ (TIG) mở bán giai đoạn mới 2024 Biệt thự Khoáng nóng Vườn Vua Resort & Villas. Vận hành bởi đơn vị 5* quốc tế Wyndham Mỹ - Lợi nhuận cam kết 12%/năm. - Biệt thự 100% view hồ sen - nhận nhà nga..."
38939267,"Quỹ căn ngoại giao chung cư duplex mặt đường Nguyễn Tuân, trung tâm quận Thanh Xuân giá từ 55 tr/m2","·
Thanh Xuân, Hà Nội",04/01/2024,8 tỷ,144 m²,"55,56 tr/m²",4,4,‎Chung Cư Quận Thanh Xuân,https://batdongsan.com.vn/nha-dat-ban/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/quy-ngoai-giao-duplex-mat-tam-quan-gia-tu-55-tr-m2-pr38939267,https://file4.batdongsan.com.vn/resize/200x200/2024/01/04/20240104102331-30a3.jpg,https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104110215-bcfa_wm.jpg,"['https://file4.batdongsan.com.vn/crop/562x284/2024/01/04/20240104110215-bcfa_wm.jpg', 'https://file4.batdongsan.com.vn/crop/283x141/2024/01/04/20240104110215-5d50_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104110216-ea30_wm.jpg', 'https://file4.batdongsan.com.vn/crop/140x140/2024/01/04/20240104110216-b9c7_wm.jpg']","Sở hữu lâu dài - quỹ căn ngoại giao chung cư duplex mặt đường Nguyễn Tuân, trung tâm quận Thanh Xuân giá từ 55 tr/m². Đặc biệt đường Nguyễn Tuân sắp được mở rộng tới 21m. Duplex - hàng hiếm. Căn hộ duplex 2 tầng đẳng cấp, giá bán ưu đãi. Vị trí trung tâm, pháp lý minh bạch - 107 Nguyễn Tuân, Thanh Xuân Hà Nội. - Dự án có vị trí đắc địa nằm trong trung tâm quận Thanh Xuân. Nối liền với các dự án xung quanh Hà Nội và sân bay Nội Bài như đường Nguyễ..."
